id,sample,date,x,y,county,location,source,stage,sex_id,species_id,DNA_id,Bisected,Digested_DNA,Extracted_DNA,rick17k,rompA,Sequencing
baker-47,18-047,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_47.12,1,1,1,0,,
baker-47,18-047,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_47.13,1,1,1,0,,
baker-47,18-047,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_47.14,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.1,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.2,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.3,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.4,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.5,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_48.6,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.7,1,1,1,0,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.8,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.9,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.10,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.11,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.12,1,1,1,1,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.13,1,1,1,0,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.14,1,1,1,0,,
baker-48,18-048,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_48.15,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.1,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.2,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.3,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.4,1,1,1,0,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.5,1,1,1,0,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.6,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.7,1,1,1,0,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.8,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.9,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_49.10,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_49.11,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_49.12,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_49.13,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_49.14,1,1,1,1,,
baker-49,18-049,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_49.15,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.1,1,1,1,0,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.2,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.3,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.4,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.5,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.6,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.7,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.8,1,1,1,0,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.9,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_50.10,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_50.11,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_50.12,1,1,1,0,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_50.13,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_50.14,1,1,1,1,,
baker-50,18-050,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_50.15,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.1,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.2,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.3,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.4,1,1,1,0,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.5,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.6,1,1,1,1,,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.7,1,1,1,1,1,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.8,1,1,1,1,2,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.9,1,1,1,1,3,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,female,andersoni,1_51.10,1,1,1,1,4,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.11,1,1,1,1,5,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.12,1,1,1,0,6,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.13,1,1,1,0,7,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.14,1,1,1,0,8,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.15,1,1,1,1,9,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.16,1,1,1,1,10,
baker-51,18-051,6/3/18,-117.6872,44.8028,baker,baker,host,adult,male,andersoni,1_51.17,1,1,1,1,11,
baker-52,18-052,6/7/18,-117.7875,44.8289,baker,baker,environment,adult,female,variabilis,1_52.1,1,1,1,0,12,
baker-52,18-052,6/7/18,-117.7875,44.8289,baker,baker,environment,adult,female,variabilis,1_52.2,1,1,1,0,13,
baker-52,18-052,6/7/18,-117.7875,44.8289,baker,baker,environment,adult,female,variabilis,1_52.3,1,1,1,0,14,
baker-52,18-052,6/7/18,-117.7875,44.8289,baker,baker,environment,adult,female,andersoni,1_52.4,1,1,1,1,15,
